ID,Filename,Utterance start time,Estimated Lexical Match,Certainty,Target Letter,Audio Quality Comment,Cluster Status,Cluster ID
0019_YRF,VF-001-20230327111617.wav,37,skole,3.0,s,low,1,5
0019_YRF,VF-001-20230327111617.wav,39,skib,3.0,s,low,1,5
0019_YRF,VF-001-20230327111617.wav,41,skoleskib,3.0,s,low,1,5
0019_YRF,VF-001-20230327111617.wav,44,sne,3.0,s,low,0,6
0019_YRF,VF-001-20230327111617.wav,46,snevejr,3.0,s,low,1,6
0019_YRF,VF-001-20230327111617.wav,47,sneskovl,3.0,s,low,1,6
0019_YRF,VF-001-20230327111617.wav,48,snemand,3.0,s,low,1,6
0019_YRF,VF-001-20230327111617.wav,51,snekrystal,3.0,s,low,0,0
0019_YRF,VF-001-20230327111617.wav,56,sol,3.0,s,low,0,7
0019_YRF,VF-001-20230327111617.wav,58,skyer,3.0,s,low,1,7
0019_YRF,VF-001-20230327111617.wav,59,skyet,3.0,s,low,1,7
0019_YRF,VF-001-20230327095728.wav,2,fredag,1.0,f,low,0,1
0019_YRF,VF-001-20230327095728.wav,3,fri,3.0,f,low,1,1
0019_YRF,VF-001-20230327095728.wav,3,fire,3.0,f,low,0,2
0019_YRF,VF-001-20230327095728.wav,4,fem,3.0,f,low,1,2
0019_YRF,VF-001-20230327095728.wav,5,flere,3.0,f,low,1,2
0019_YRF,VF-001-20230327095728.wav,6,flest,3.0,f,low,1,2
0019_YRF,VF-001-20230327095728.wav,8,formiddag,3.0,f,low,0,0
0019_YRF,VF-001-20230327095728.wav,12,flad,2.0,f,low,0,3
0019_YRF,VF-001-20230327095728.wav,13,fly,2.0,f,low,1,3
0019_YRF,VF-001-20230327095728.wav,14,fest,3.0,f,low,1,3
0019_YRF,VF-001-20230327095728.wav,15,fisk,3.0,f,low,1,3
0019_YRF,VF-001-20230327095728.wav,17,fiksekvote,3.0,f,low,0,0
0019_YRF,VF-001-20230327095728.wav,23,fem,3.0,f,low,0,4
0019_YRF,VF-001-20230327095728.wav,24,femten,3.0,f,low,1,4
0019_YRF,VF-001-20230327095728.wav,26,født,2.0,f,low,0,5
0019_YRF,VF-001-20230327095728.wav,27,føde,3.0,f,low,1,5
0019_YRF,VF-001-20230327095728.wav,29,fødevare,3.0,f,low,1,5
0019_YRF,VF-001-20230327095728.wav,34,fire,3.0,f,low,0,6
0019_YRF,VF-001-20230327095728.wav,35,firspænd,3.0,f,low,1,6
0019_YRF,VF-001-20230327095728.wav,38,fadøl,3.0,f,low,0,7
0019_YRF,VF-001-20230327095728.wav,39,fadøl,3.0,f,low,1,7
0019_YRF,VF-001-20230327095728.wav,40,fadøl,1.0,f,low,1,7
0019_YRF,VF-001-20230327095728.wav,41,fadder,1.0,f,low,1,7
0019_YRF,VF-001-20230327095728.wav,42,fest,3.0,f,low,1,7
0019_YRF,VF-001-20230327095728.wav,45,festmiddag,2.0,f,low,0,0
0019_YRF,VF-001-20230327095728.wav,49,flag,3.0,f,low,0,0
0019_YRF,VF-001-20230327095728.wav,52,flage,1.0,f,low,0,8
0019_YRF,VF-001-20230327095728.wav,54,flager,1.0,f,low,1,8
0018_OBN,VF-003-20230317130317.wav,1,lille,2.0,l,low,0,0
0018_OBN,VF-003-20230317130317.wav,8,,,l,low,0,0
0018_OBN,VF-003-20230317121053.wav,1,dronning,2.0,d,low,0,1
0018_OBN,VF-003-20230317121053.wav,2,drone,3.0,d,low,1,1
0018_OBN,VF-003-20230317121053.wav,5,danmark,3.0,d,low,0,0
0018_OBN,VF-003-20230317121053.wav,16,de,3.0,d,low,0,2
0018_OBN,VF-003-20230317121053.wav,21,,,d,low,1,2
0018_OBN,VF-003-20230317121053.wav,27,diverse,3.0,d,low,1,2
0018_OBN,VF-003-20230317103827.wav,2,,,m,low,0,1
0018_OBN,VF-003-20230317103827.wav,3,mønter,1.0,m,low,1,1
0018_OBN,VF-003-20230317103827.wav,5,metode,3.0,m,low,1,1
0018_OBN,VF-003-20230317103827.wav,7,mis,3.0,m,low,1,1
0018_OBN,VF-003-20230317103827.wav,17,,,m,low,0,2
0018_OBN,VF-003-20230317103827.wav,48,mejsel,1.0,m,low,1,2
0018_OBN,VF-003-20230317103827.wav,56,,,m,low,1,2
0018_OBN,VF-002-20230317130209.wav,2,,,,low,0,0
0018_OBN,VF-002-20230317130209.wav,9,blåt,1.0,,low,0,1
0018_OBN,VF-002-20230317130209.wav,22,olie,1.0,,low,1,1
0018_OBN,VF-002-20230317120944.wav,5,tuborg,2.0,t,low,0,1
0018_OBN,VF-002-20230317120944.wav,10,tønde,1.0,t,low,1,1
0018_OBN,VF-002-20230317120944.wav,15,tubeerkulose,3.0,t,low,1,1
0018_OBN,VF-002-20230317120944.wav,33,tandem,2.0,t,low,0,0
0018_OBN,VF-002-20230317103718.wav,1,pause,3.0,p,low,0,0
0018_OBN,VF-002-20230317103718.wav,4,prøve,3.0,p,low,0,0
0018_OBN,VF-002-20230317103718.wav,11,pedal,1.0,p,low,0,1
0018_OBN,VF-002-20230317103718.wav,15,,,p,low,1,1
0018_OBN,VF-002-20230317103718.wav,17,pus,2.0,p,low,1,1
0018_OBN,VF-001-20230317130101.wav,3,frø,1.0,f,low,0,1
0018_OBN,VF-001-20230317130101.wav,4,fy,1.0,f,low,1,1
0018_OBN,VF-001-20230317130101.wav,6,,,f,low,1,1
0018_OBN,VF-001-20230317130101.wav,16,fra,3.0,f,low,0,2
0018_OBN,VF-001-20230317130101.wav,18,for,2.0,f,low,1,2
0018_OBN,VF-001-20230317120836.wav,3,kolon,2.0,k,low,0,1
0018_OBN,VF-001-20230317120836.wav,4,komma,3.0,k,low,1,1
0018_OBN,VF-001-20230317120836.wav,6,kilo,3.0,k,low,1,1
0018_OBN,VF-001-20230317120836.wav,8,kajak,3.0,k,low,1,1
0018_OBN,VF-001-20230317120836.wav,15,kommune,3.0,k,low,0,0
0018_OBN,VF-001-20230317120836.wav,34,kilo,3.0,k,low,0,2
0018_OBN,VF-001-20230317120836.wav,56,koncert,3.0,k,low,1,2
0018_OBN,VF-001-20230317103610.wav,1,søren,1.0,s,low,0,0
0018_OBN,VF-001-20230317103610.wav,3,sømand,2.0,s,low,0,0
0018_OBN,VF-001-20230317103610.wav,5,,,s,low,0,1
0018_OBN,VF-001-20230317103610.wav,6,sejler,3.0,s,low,1,1
0018_OBN,VF-001-20230317103610.wav,9,,,s,low,0,0
0017_MKZ,VF-003-20220426122553.wav,4,danmark,3.0,d,high,0,0
0017_MKZ,VF-003-20220426122553.wav,26,den,3.0,d,high,0,1
0017_MKZ,VF-003-20220426122553.wav,27,du,3.0,d,high,1,1
0017_MKZ,VF-003-20220426122553.wav,28,det,3.0,d,high,1,1
0017_MKZ,VF-003-20220426112022.wav,5,landkort,3.0,l,high,0,1
0017_MKZ,VF-003-20220426112022.wav,9,,,l,high,1,1
0017_MKZ,VF-003-20220426112022.wav,13,lineal,3.0,l,high,1,1
0017_MKZ,VF-003-20220426112022.wav,21,luftrum,3.0,l,high,0,2
0017_MKZ,VF-003-20220426112022.wav,26,luftvåben,3.0,l,high,1,2
0017_MKZ,VF-003-20220426112022.wav,40,liebhavervilla,3.0,l,high,0,3
0017_MKZ,VF-003-20220426112022.wav,49,legetøj,3.0,l,high,1,3
0017_MKZ,VF-003-20220426101601.wav,7,mand,3.0,m,high,0,0
0017_MKZ,VF-003-20220426101601.wav,21,mur,3.0,m,high,0,1
0017_MKZ,VF-003-20220426101601.wav,28,magnet,3.0,m,high,1,1
0017_MKZ,VF-003-20220426101601.wav,44,magnyl,2.0,m,high,0,0
0017_MKZ,VF-002-20220426122445.wav,17,tang,3.0,t,high,0,1
0017_MKZ,VF-002-20220426122445.wav,20,tegn,3.0,t,high,1,1
0017_MKZ,VF-002-20220426122445.wav,49,tid,3.0,t,high,1,1
0017_MKZ,VF-002-20220426122445.wav,57,to,3.0,t,high,1,1
0017_MKZ,VF-002-20220426111913.wav,3,baby,3.0,b,high,0,1
0017_MKZ,VF-002-20220426111913.wav,4,bil,3.0,b,high,1,1
0017_MKZ,VF-002-20220426111913.wav,24,bukser,3.0,b,high,0,2
0017_MKZ,VF-002-20220426111913.wav,27,bluse,3.0,b,high,1,2
0017_MKZ,VF-002-20220426101453.wav,1,pænt,2.0,p,high,0,0
0017_MKZ,VF-002-20220426101453.wav,7,pæn,3.0,p,high,0,0
0017_MKZ,VF-002-20220426101453.wav,13,pande,3.0,p,high,0,1
0017_MKZ,VF-002-20220426101453.wav,19,påske,3.0,p,high,1,1
0017_MKZ,VF-002-20220426101453.wav,34,pude,3.0,p,high,0,2
0017_MKZ,VF-002-20220426101453.wav,52,pålægger,1.0,p,high,1,2
0017_MKZ,VF-001-20220426111805.wav,3,får,3.0,f,high,0,1
0017_MKZ,VF-001-20220426111805.wav,5,faldlem,1.0,f,high,1,1
0017_MKZ,VF-001-20220426111805.wav,12,figur,3.0,f,high,0,2
0017_MKZ,VF-001-20220426111805.wav,15,frø,3.0,f,high,1,2
0017_MKZ,VF-001-20220426111805.wav,22,fiasko,3.0,f,high,0,0
0017_MKZ,VF-001-20220426111805.wav,43,fyr,3.0,f,high,0,3
0017_MKZ,VF-001-20220426111805.wav,47,flamme,3.0,f,high,1,3
0017_MKZ,VF-001-20220426101345.wav,3,skænk,3.0,s,high,0,1
0017_MKZ,VF-001-20220426101345.wav,6,so,2.0,s,high,1,1
0017_MKZ,VF-001-20220426101345.wav,7,syng,3.0,s,high,1,1
0017_MKZ,VF-001-20220426101345.wav,10,salme,3.0,s,high,1,1
0017_MKZ,VF-001-20220426101345.wav,18,spand,3.0,s,high,0,0
0017_MKZ,VF-001-20220426101345.wav,33,sko,3.0,s,high,0,2
0017_MKZ,VF-001-20220426101345.wav,36,sok,3.0,s,high,1,2
0017_MKZ,VF-001-20220426101345.wav,42,sænk,2.0,s,high,1,2
0017_MKZ,VF-001-20220426101345.wav,48,sweater,3.0,s,high,1,2
0017_MKZ,VF-001-20220426101345.wav,51,sofa,3.0,s,high,1,2
0016_DXU,VF-003-20220331120019.wav,2,mor,3.0,m,high,0,1
0016_DXU,VF-003-20220331120019.wav,4,mutti,3.0,m,high,1,1
0016_DXU,VF-003-20220331120019.wav,7,medalje,3.0,m,high,1,1
0016_DXU,VF-003-20220331120019.wav,12,martingale,1.0,m,high,0,0
0016_DXU,VF-003-20220331120019.wav,25,mester,3.0,m,high,0,2
0016_DXU,VF-003-20220331120019.wav,34,modhager,3.0,m,high,1,2
0016_DXU,VF-003-20220331120019.wav,38,moderne,3.0,m,high,1,2
0016_DXU,VF-003-20220331120019.wav,57,meg-scanner,3.0,m,high,1,2
0016_DXU,VF-003-20220331105531.wav,2,luffe,3.0,l,high,0,1
0016_DXU,VF-003-20220331105531.wav,5,lort,3.0,l,high,1,1
0016_DXU,VF-003-20220331105531.wav,10,lodret,3.0,l,high,0,0
0016_DXU,VF-003-20220331105531.wav,21,lege,3.0,l,high,0,2
0016_DXU,VF-003-20220331105531.wav,26,lejlighed,3.0,l,high,1,2
0016_DXU,VF-003-20220331105531.wav,44,lamper,3.0,l,high,0,3
0016_DXU,VF-003-20220331105531.wav,45,lampe,3.0,l,high,1,3
0016_DXU,VF-002-20220331115911.wav,4,pille,2.0,p,high,0,0
0016_DXU,VF-002-20220331115911.wav,14,prævention,3.0,p,high,0,1
0016_DXU,VF-002-20220331115911.wav,19,politi,3.0,p,high,1,1
0016_DXU,VF-002-20220331115911.wav,28,pædagog,3.0,p,high,0,2
0016_DXU,VF-002-20220331115911.wav,34,parkere,3.0,p,high,1,2
0016_DXU,VF-002-20220331115911.wav,44,pålydende,3.0,p,high,0,0
0016_DXU,VF-002-20220331115911.wav,56,pårørende,3.0,p,high,0,0
0016_DXU,VF-002-20220331105422.wav,3,bjørn,3.0,b,high,0,1
0016_DXU,VF-002-20220331105422.wav,4,bo,3.0,b,high,1,1
0016_DXU,VF-002-20220331105422.wav,8,bolig,3.0,b,high,0,0
0016_DXU,VF-002-20220331105422.wav,26,bil,3.0,b,high,0,2
0016_DXU,VF-002-20220331105422.wav,27,bilhjul,3.0,b,high,1,2
0016_DXU,VF-002-20220331105422.wav,40,brand,2.0,b,high,1,2
0016_DXU,VF-002-20220331105422.wav,47,briller,3.0,b,high,1,2
0016_DXU,VF-001-20220331115803.wav,2,sofa,3.0,s,medium,0,1
0016_DXU,VF-001-20220331115803.wav,5,sofabord,3.0,s,medium,1,1
0016_DXU,VF-001-20220331115803.wav,7,slange,3.0,s,medium,1,1
0016_DXU,VF-001-20220331115803.wav,19,støvle,3.0,s,medium,0,2
0016_DXU,VF-001-20220331115803.wav,22,sko,3.0,s,medium,1,2
0016_DXU,VF-001-20220331115803.wav,28,strømpe,3.0,s,medium,0,3
0016_DXU,VF-001-20220331115803.wav,32,strømpebukser,3.0,s,medium,1,3
0016_DXU,VF-001-20220331115803.wav,35,shorts,3.0,s,medium,1,3
0016_DXU,VF-001-20220331105314.wav,2,fæ,3.0,f,medium,0,1
0016_DXU,VF-001-20220331105314.wav,3,fjols,3.0,f,medium,1,1
0016_DXU,VF-001-20220331105314.wav,5,fod,3.0,f,medium,0,2
0016_DXU,VF-001-20220331105314.wav,6,frisør,3.0,f,medium,1,2
0016_DXU,VF-001-20220331105314.wav,7,frisørsaks,3.0,f,medium,1,2
0016_DXU,VF-001-20220331105314.wav,22,fodskinne,2.0,f,medium,0,3
0016_DXU,VF-001-20220331105314.wav,23,fodtøj,3.0,f,medium,1,3
0016_DXU,VF-001-20220331105314.wav,27,finger,2.0,f,medium,1,3
0016_DXU,VF-001-20220331105314.wav,29,fingernegl,3.0,f,medium,1,3
0016_DXU,VF-001-20220331105314.wav,30,fingerbøl,3.0,f,medium,1,3
0015_J0K,VF-003-20181126121703.wav,2,lønseddel,2.0,l,medium,0,1
0015_J0K,VF-003-20181126121703.wav,4,lama,3.0,l,medium,1,1
0015_J0K,VF-003-20181126121703.wav,6,lejlighed,3.0,l,medium,1,1
0015_J0K,VF-003-20181126121703.wav,8,luksus,3.0,l,medium,1,1
0015_J0K,VF-003-20181126121703.wav,11,landskab,3.0,l,medium,0,2
0015_J0K,VF-003-20181126121703.wav,13,lotteri,3.0,l,medium,1,2
0015_J0K,VF-003-20181126121703.wav,17,laks,3.0,l,medium,0,0
0015_J0K,VF-003-20181126121703.wav,22,london,3.0,l,medium,0,0
0015_J0K,VF-003-20181126121703.wav,26,luksus,3.0,l,medium,0,3
0015_J0K,VF-003-20181126121703.wav,29,lagen,2.0,l,medium,1,3
0015_J0K,VF-003-20181126121703.wav,32,løft,2.0,l,medium,1,3
0015_J0K,VF-003-20181126121703.wav,36,,1.0,l,medium,0,4
0015_J0K,VF-003-20181126121703.wav,40,,1.0,l,medium,1,4
0015_J0K,VF-003-20181126121703.wav,45,la,1.0,l,medium,0,5
0015_J0K,VF-003-20181126121703.wav,49,lama,2.0,l,medium,1,5
0015_J0K,VF-003-20181126121703.wav,53,liste,2.0,l,medium,1,5
0015_J0K,VF-003-20181126121703.wav,56,lemfærdig,2.0,l,medium,1,5
0015_J0K,VF-003-20181126112016.wav,1,mus,3.0,m,medium,0,1
0015_J0K,VF-003-20181126112016.wav,2,mave,3.0,m,medium,1,1
0015_J0K,VF-003-20181126112016.wav,4,mand,3.0,m,medium,1,1
0015_J0K,VF-003-20181126112016.wav,6,mund,3.0,m,medium,1,1
0015_J0K,VF-003-20181126112016.wav,9,marskandiser,2.0,m,medium,0,0
0015_J0K,VF-003-20181126112016.wav,13,mangemillionær,3.0,m,medium,0,0
0015_J0K,VF-003-20181126112016.wav,19,mandskab,3.0,m,medium,0,0
0015_J0K,VF-003-20181126112016.wav,23,muldvarp,3.0,m,medium,0,0
0015_J0K,VF-003-20181126112016.wav,28,mark,3.0,m,medium,0,2
0015_J0K,VF-003-20181126112016.wav,30,mejeri,3.0,m,medium,1,2
0015_J0K,VF-003-20181126112016.wav,35,måske,3.0,m,medium,1,2
0015_J0K,VF-003-20181126112016.wav,41,miskundhed,1.0,m,medium,1,2
0015_J0K,VF-003-20181126112016.wav,49,malkemaskine,2.0,m,medium,1,2
0015_J0K,VF-003-20181126112016.wav,54,,1.0,m,medium,1,2
0015_J0K,VF-003-20181126095842.wav,2,dukkehus,3.0,d,medium,0,1
0015_J0K,VF-003-20181126095842.wav,4,danmark,3.0,d,medium,1,1
0015_J0K,VF-003-20181126095842.wav,10,dumdristig,3.0,d,medium,0,2
0015_J0K,VF-003-20181126095842.wav,13,drilleri,3.0,d,medium,1,2
0015_J0K,VF-003-20181126095842.wav,23,danse,3.0,d,medium,0,0
0015_J0K,VF-003-20181126095842.wav,34,dalende,3.0,d,medium,0,3
0015_J0K,VF-003-20181126095842.wav,41,diskotek,3.0,d,medium,1,3
0015_J0K,VF-003-20181126095842.wav,54,drømmeland,3.0,d,medium,1,3
0015_J0K,VF-002-20181126121550.wav,2,bremse,2.0,b,medium,0,0
0015_J0K,VF-002-20181126121550.wav,5,brik,2.0,b,medium,0,1
0015_J0K,VF-002-20181126121550.wav,7,banan,3.0,b,medium,1,1
0015_J0K,VF-002-20181126121550.wav,11,bold,3.0,b,medium,0,2
0015_J0K,VF-002-20181126121550.wav,14,,1.0,b,medium,1,2
0015_J0K,VF-002-20181126121550.wav,18,boligblok,3.0,b,medium,0,0
0015_J0K,VF-002-20181126121550.wav,23,banker,1.0,b,medium,0,3
0015_J0K,VF-002-20181126121550.wav,25,bestant,1.0,b,medium,1,3
0015_J0K,VF-002-20181126121550.wav,30,brise,3.0,b,medium,0,4
0015_J0K,VF-002-20181126121550.wav,33,,1.0,b,medium,1,4
0015_J0K,VF-002-20181126121550.wav,35,,1.0,b,medium,1,4
0015_J0K,VF-002-20181126121550.wav,49,bandit,2.0,b,medium,0,0
0015_J0K,VF-002-20181126121550.wav,59,briste,3.0,b,medium,0,0
0015_J0K,VF-002-20181126111903.wav,2,påskelilje,3.0,p,medium,0,1
0015_J0K,VF-002-20181126111903.wav,3,påfund,2.0,p,medium,1,1
0015_J0K,VF-002-20181126111903.wav,6,påfugl,3.0,p,medium,0,0
0015_J0K,VF-002-20181126111903.wav,12,panorama,3.0,p,medium,0,2
0015_J0K,VF-002-20181126111903.wav,15,panter,2.0,p,medium,1,2
0015_J0K,VF-002-20181126111903.wav,19,pande,3.0,p,medium,0,0
0015_J0K,VF-002-20181126111903.wav,24,pestilens,3.0,p,medium,0,3
0015_J0K,VF-002-20181126111903.wav,26,pegefinger,3.0,p,medium,1,3
0015_J0K,VF-002-20181126111903.wav,29,puls,3.0,p,medium,1,3
0015_J0K,VF-002-20181126111903.wav,31,papfigur,3.0,p,medium,1,3
0015_J0K,VF-002-20181126111903.wav,36,presse,3.0,p,medium,0,0
0015_J0K,VF-002-20181126111903.wav,42,pakke,3.0,p,medium,0,0
0015_J0K,VF-002-20181126111903.wav,49,panorama,1.0,p,medium,0,0
0015_J0K,VF-002-20181126111903.wav,55,psykolog,3.0,p,medium,0,0
0015_J0K,VF-002-20181126095729.wav,1,tulipan,3.0,t,medium,0,1
0015_J0K,VF-002-20181126095729.wav,3,traktor,3.0,t,medium,1,1
0015_J0K,VF-002-20181126095729.wav,7,tillægsord,3.0,t,medium,0,0
0015_J0K,VF-002-20181126095729.wav,12,,1.0,t,medium,0,0
0015_J0K,VF-002-20181126095729.wav,17,transformer,3.0,t,medium,0,0
0015_J0K,VF-002-20181126095729.wav,26,tennisbold,3.0,t,medium,0,2
0015_J0K,VF-002-20181126095729.wav,33,tankevækkende,3.0,t,medium,1,2
0015_J0K,VF-002-20181126095729.wav,45,time,2.0,t,medium,0,3
0015_J0K,VF-002-20181126095729.wav,52,tumpe,3.0,t,medium,1,3
0015_J0K,VF-002-20181126095729.wav,59,tale,3.0,t,medium,1,3
0015_J0K,VF-001-20181126121437.wav,2,fugl,3.0,f,medium,0,1
0015_J0K,VF-001-20181126121437.wav,4,foxtrot,3.0,f,medium,1,1
0015_J0K,VF-001-20181126121437.wav,7,farmaceut,3.0,f,medium,0,0
0015_J0K,VF-001-20181126121437.wav,10,flotteri,1.0,f,medium,0,0
0015_J0K,VF-001-20181126121437.wav,13,forsvinde,3.0,f,medium,0,0
0015_J0K,VF-001-20181126121437.wav,18,fandt,3.0,f,medium,0,2
0015_J0K,VF-001-20181126121437.wav,20,funkel,2.0,f,medium,1,2
0015_J0K,VF-001-20181126121437.wav,23,funkler,3.0,f,medium,1,2
0015_J0K,VF-001-20181126121437.wav,27,forsøge,3.0,f,medium,0,0
0015_J0K,VF-001-20181126121437.wav,31,fandango,3.0,f,medium,0,3
0015_J0K,VF-001-20181126121437.wav,34,findes,3.0,f,medium,1,3
0015_J0K,VF-001-20181126121437.wav,38,fuck,3.0,f,medium,1,3
0015_J0K,VF-001-20181126121437.wav,44,flise,2.0,f,medium,0,0
0015_J0K,VF-001-20181126121437.wav,52,fandtes,3.0,f,medium,0,4
0015_J0K,VF-001-20181126121437.wav,55,fakkel,3.0,f,medium,1,4
0015_J0K,VF-001-20181126111750.wav,1,sukker,3.0,s,medium,0,1
0015_J0K,VF-001-20181126111750.wav,3,sejlskib,3.0,s,medium,1,1
0015_J0K,VF-001-20181126111750.wav,5,søværn,3.0,s,medium,1,1
0015_J0K,VF-001-20181126111750.wav,12,solskin,3.0,s,medium,0,2
0015_J0K,VF-001-20181126111750.wav,15,snørrebånd,3.0,s,medium,1,2
0015_J0K,VF-001-20181126111750.wav,19,sælskind,3.0,s,medium,0,3
0015_J0K,VF-001-20181126111750.wav,22,syerske,3.0,s,medium,1,3
0015_J0K,VF-001-20181126111750.wav,25,sandfærdig,3.0,s,medium,1,3
0015_J0K,VF-001-20181126111750.wav,30,,1.0,s,medium,0,4
0015_J0K,VF-001-20181126111750.wav,33,sene,2.0,s,medium,1,4
0015_J0K,VF-001-20181126111750.wav,35,sundhed,3.0,s,medium,1,4
0015_J0K,VF-001-20181126111750.wav,39,solsikke,3.0,s,medium,1,4
0015_J0K,VF-001-20181126111750.wav,42,sandfærdig,3.0,s,medium,1,4
0015_J0K,VF-001-20181126111750.wav,45,system,3.0,s,medium,1,4
0015_J0K,VF-001-20181126111750.wav,58,sand,2.0,s,medium,0,0
0015_J0K,VF-001-20181126095616.wav,1,kendskab,3.0,k,medium,0,0
0015_J0K,VF-001-20181126095616.wav,6,kennel,3.0,k,medium,0,1
0015_J0K,VF-001-20181126095616.wav,8,kan,3.0,k,medium,1,1
0015_J0K,VF-001-20181126095616.wav,10,kunstværk,3.0,k,medium,1,1
0015_J0K,VF-001-20181126095616.wav,12,kirke,3.0,k,medium,1,1
0015_J0K,VF-001-20181126095616.wav,16,kunstfærdigt,3.0,k,medium,0,2
0015_J0K,VF-001-20181126095616.wav,19,kærnemælk,3.0,k,medium,1,2
0015_J0K,VF-001-20181126095616.wav,25,kultur,3.0,k,medium,0,0
0015_J0K,VF-001-20181126095616.wav,30,kaste,3.0,k,medium,0,3
0015_J0K,VF-001-20181126095616.wav,32,kaste,3.0,k,medium,1,3
0015_J0K,VF-001-20181126095616.wav,36,kører,2.0,k,medium,1,3
0015_J0K,VF-001-20181126095616.wav,39,kalender,3.0,k,medium,1,3
0015_J0K,VF-001-20181126095616.wav,46,kirke,3.0,k,medium,0,0
0008_ATW,VF-001-20170329101042.wav,1,Flaske,2.0,f,high,0,1
0008_ATW,VF-001-20170329101042.wav,4,Fare,3.0,f,high,1,1
0008_ATW,VF-001-20170329101042.wav,20,Flaskehals,3.0,f,high,0,0
0008_ATW,VF-001-20170329101042.wav,31,Forfra,3.0,f,high,0,2
0008_ATW,VF-001-20170329101042.wav,35,Forbi,3.0,f,high,1,2
0008_ATW,VF-001-20170329101042.wav,41,Fjender,3.0,f,high,1,2
0008_ATW,VF-001-20170329101042.wav,48,Forhold,3.0,f,high,1,2
0008_ATW,VF-001-20170329101042.wav,56,Foran,3.0,f,high,0,0
0008_ATW,VF-001-20170329112757.wav,1,Kande,3.0,k,high,0,0
0008_ATW,VF-001-20170329112757.wav,1,Kop,3.0,k,high,0,0
0008_ATW,VF-001-20170329112757.wav,13,Kasper,3.0,k,high,0,1
0008_ATW,VF-001-20170329112757.wav,16,Kat,3.0,k,high,1,1
0008_ATW,VF-001-20170329112757.wav,18,Ko,3.0,k,high,1,1
0008_ATW,VF-001-20170329112757.wav,20,Klaustrofobi,3.0,k,high,1,1
0008_ATW,VF-001-20170329112757.wav,28,Kaffe,3.0,k,high,0,2
0008_ATW,VF-001-20170329112757.wav,31,Kaffekop,3.0,k,high,1,2
0008_ATW,VF-001-20170329112757.wav,38,Kia,3.0,k,high,0,0
0008_ATW,VF-001-20170329112757.wav,47,Kammermusik,3.0,k,high,0,3
0008_ATW,VF-001-20170329112757.wav,51,Kammerorkester,3.0,k,high,1,3
0008_ATW,VF-001-20170329112757.wav,56,Kasse,3.0,k,high,1,3
0008_ATW,VF-001-20170329124340.wav,1,Sø,3.0,s,high,0,1
0008_ATW,VF-001-20170329124340.wav,2,Solsikke?,2.0,s,high,1,1
0008_ATW,VF-001-20170329124340.wav,3,Sol,3.0,s,high,1,1
0008_ATW,VF-001-20170329124340.wav,5,Sommerdrik,2.0,s,high,1,1
0008_ATW,VF-001-20170329124340.wav,6,Saftevand,3.0,s,high,1,1
0008_ATW,VF-001-20170329124340.wav,14,Stok,3.0,s,high,0,0
0008_ATW,VF-001-20170329124340.wav,19,Sommerfugl,3.0,s,high,0,0
0008_ATW,VF-001-20170329124340.wav,27,Sjov,3.0,s,high,0,2
0008_ATW,VF-001-20170329124340.wav,30,Sibbe,3.0,s,high,1,2
0008_ATW,VF-001-20170329124340.wav,31,Sjibbetov,3.0,s,high,1,2
0008_ATW,VF-001-20170329124340.wav,36,Slaskedukke,3.0,s,high,0,0
0008_ATW,VF-001-20170329124340.wav,40,Savl,3.0,s,high,0,3
0008_ATW,VF-001-20170329124340.wav,42,Sommer,3.0,s,high,1,3
0008_ATW,VF-001-20170329124340.wav,44,Sol,3.0,s,high,1,3
0008_ATW,VF-001-20170329124340.wav,46,Strand,3.0,s,high,1,3
0008_ATW,VF-001-20170329124340.wav,48,Sten,3.0,s,high,1,3
0008_ATW,VF-001-20170329124340.wav,54,Syd,3.0,s,high,0,4
0008_ATW,VF-001-20170329124340.wav,56,Sønderjylland,3.0,s,high,1,4
0008_ATW,VF-001-20170329124340.wav,58,Sydjylland,3.0,s,high,1,4
0008_ATW,VF-001-20170329124340.wav,59,Skagen,3.0,s,high,1,4
0008_ATW,VF-002-20170329101155.wav,1,Banan,2.0,b,medium,0,1
0008_ATW,VF-002-20170329101155.wav,3,Boldt,2.0,b,medium,1,1
0008_ATW,VF-002-20170329101155.wav,4,Lyse?,1.0,b,medium,1,1
0008_ATW,VF-002-20170329101155.wav,5,Bukser,3.0,b,medium,1,1
0008_ATW,VF-002-20170329101155.wav,11,Bank,3.0,b,medium,0,0
0008_ATW,VF-002-20170329101155.wav,18,Bonbon,3.0,b,medium,0,0
0008_ATW,VF-002-20170329101155.wav,26,Bil,3.0,b,medium,0,2
0008_ATW,VF-002-20170329101155.wav,27,Bog,3.0,b,medium,1,2
0008_ATW,VF-002-20170329101155.wav,30,Boksehandsker,3.0,b,medium,1,2
0008_ATW,VF-002-20170329101155.wav,37,Boller,3.0,b,medium,0,0
0008_ATW,VF-002-20170329101155.wav,46,Bi,3.0,b,medium,0,3
0008_ATW,VF-002-20170329101155.wav,48,Blomst,3.0,b,medium,1,3
0008_ATW,VF-002-20170329101155.wav,52,Bøjning?,2.0,b,medium,1,3
0008_ATW,VF-002-20170329101155.wav,59,Bananyoghurt,3.0,b,medium,1,3
0008_ATW,VF-002-20170329112910.wav,1,te,3.0,t,medium,0,0
0008_ATW,VF-002-20170329112910.wav,4,tage,1.0,t,medium,0,1
